post_id	date	message	num_likes	num_angry	num_shares
904277726319518_1243226345757986	2016-12-06T12:34:37+0000	"nova avenida sapopemba"	2398	10	530
904277726319518_1239757296104891	2016-12-03T21:59:38+0000	"chegando no brasil, fiquei sabendo que recebemos mais um premio, agora da associacao paulista de criticos de arte pelo programa ruas abertas na avenida paulista.  fico muito contente com essa noticia porque, de fato, as ruas abertas proporcionaram ao paulistano um novo modo de interagir com a cidade, apreciar arte e cultura, dancar, ouvir boa musica, fazer exercicios fisicos, descansar e conviver harmoniosamente por aqui. de parelheiros a paulista, viva sao paulo!"	7715	0	1210
904277726319518_1236765659737388	2016-12-01T21:33:48+0000	"ontem ganhamos o \"desafio dos prefeitos\", organizado pelo ex-prefeito de nova iorque, michael bloomberg, que premia as melhores praticas urbanas no mundo. mais de 290 cidades se inscreveram, sao paulo ficou em primeiro lugar e recebemos 5 milhoes de dolares para investir em nosso projeto de agricultura familiar em parelheiros.  vejam o momento do anuncio. estou muito orgulhoso dessa conquista para a cidade!  saibam mais aqui: http://capital.sp.gov.br/noticia/sao-paulo-recebe-premio-mayors-challenge-2016-da-bloomberg-philanthropies"	45464	13	46735
904277726319518_1233165766764044	2016-11-28T20:15:15+0000	"ainda no espirito do dia da consciencia negra, vale a pena ver este video."	1935	3	619
904277726319518_1232798590134095	2016-11-28T13:11:49+0000	"20% dos futuros professores tem nota vermelha no enem.  antes de deixar o ministerio da educacao encaminhei um projeto (aprovado em 2013) que preve o seguinte:  \"o ministerio da educacao podera estabelecer nota minima em exame nacional aplicado aos concluintes do ensino medio como pre-requisito para o ingresso em cursos de graduacao para formacao de docentes, ouvido o conselho nacional de educacao - cne.\"  acho que passou  da hora da sua regulamentacao.   https://goo.gl/62vvq8"	1282	8	198
904277726319518_1230020390411915	2016-11-26T01:41:13+0000	"ecla no bexiga"	1197	3	115
904277726319518_1228547277225893	2016-11-24T18:46:58+0000	"pra quem ainda nao conhece o potencial de um fab lab, olha so o que esse cara fez: amante do handpan, um instrumento que ficou conhecido como \"stradivarius da percussao\", ele descobriu o fab lab da prefeitura na galeria olido, comecou a fabricar exemplares e hoje ganha dinheiro com sua venda."	934	0	0
904277726319518_1225745614172726	2016-11-23T13:31:05+0000	"novo clube nautico no sabado passado, inauguramos o clube esportivo nautico da guarapiranga, uma nova area de lazer para atender os moradores do fundao da zona sul. pra se ter uma ideia, o novo clube tem 300 mil m2, conta com tres piscinas, 98 churrasqueiras, campo de futebol, varias quadras poliesportivas, palco para shows, salao de jogos etc. essa entrega representa transformar o bairro em mais cidade. levar mais lazer para a populacao. as pessoas da regiao nao vao mais precisar se deslocar tanto para ter lazer. e pra quem nao e da regiao, recomendo muito fazer uma visita. so a vista para a represa guarapiranga ja vale a pena!  veja mais aqui: http://capital.sp.gov.br/noticia/prefeitura-inaugura-clube-esportivo-nautico-guarapiranga"	5466	0	829
904277726319518_1225660234181264	2016-11-21T18:28:49+0000	"entrevista que dei a folha de sao paulo sobre cenario internacional e seus reflexos na politica local."	3473	9	342
904277726319518_1224597500954204	2016-11-20T13:58:31+0000	"cinema gratuito na periferia circuito spcine, com dezoito salas publicas de cinema inauguradas pela nossa gestao, leva 250 mil pessoas as salas de cinema em sao paulo este ano. ate o final do ano, mais duas salas serao entregues, totalizando vinte salas. previsao e atingir um milhao de espectadores por ano. https://goo.gl/uoiphp"	1855	0	217
904277726319518_1223072687773352	2016-11-18T20:15:26+0000	"se em 2016 ja foi bom, em 2017 vai ser ainda melhor. e como venho dizendo: sao paulo ainda vai ter o maior carnaval do pais."	8778	10	776
904277726319518_1216440295103258	2016-11-12T15:39:37+0000	"compartilho entrevista que dei para o uol, onde comento sobre o retrocesso que seria baratear pedagogicamente o enem, cujo modelo atual foi criado por nos em 2009."	6021	26	1109
904277726319518_1213285175418770	2016-11-08T14:03:27+0000	"como entregaremos as financas de sp eu posso assegurar que as financas de sao paulo estao em seu melhor momento nos ultimos 25 anos. vejam estes dados, publicados em materia do valor economico: 1) nivel de endividamento: apos a renegociacao da divida com a uniao, reduzimos o nivel da divida consolidada para 74,1% da receita corrente liquida, contra 182,3% ao final de 2015; 2) despesa com pessoal: sp e a capital com menor comprometimento da receita corrente liquida com a folha, cerca de 34,5% (muito inferior ao limite de 60% fixado na lei de responsabilidade fiscal); 3) autonomia financeira: sp e a capital com maior autonomia, com 70% de suas receitas oriundas de arrecadacao propria, sendo que a media das demais capitais e de apenas 44%; 4) liquidez financeira: sp tem indice de liquidez quase duas vezes superior a media das demais capitais (1,34 mes de despesas em caixa contra 0,7 mes)."	5427	2	1057
904277726319518_1212376328842988	2016-11-07T12:51:35+0000	"no ano passado, criamos a spcine, empresa de cinema e audiovisual de sao paulo. uma de suas varias frentes de trabalho (sao paulo film commission) tem a ver com a desburocratizacao dos pedidos de autorizacao para filmagens em espacos publicos. o resultado esta ai."	3903	0	278
904277726319518_1210463772367577	2016-11-05T14:00:36+0000	"mesmo tendo reestruturado todas as carreiras da prefeitura, garantindo o poder de compra dos servidores, comprometimento da receita liquida do municipio de sao paulo com a folha de pagamento do funcionalismo e o menor dentre todas as capitais, mostra boletim do tesouro nacional. por outro lado, sao paulo aparece ainda no boletim como a mais endividada entre as capitais. com dados do final de 2015, o boletim nao considerou a negociacao da divida da prefeitura com a uniao. em fevereiro, sao paulo conseguiu reduzir o saldo devedor de r$ 74 bilhoes para r$ 27,5 bilhoes. infelizmente o estadao escolheu para manchete a noticia defasada e ruim e nao a boa nova. as contas da prefeitura estao no seu melhor momento em mais de 20 anos. por isso obtivemos o grau de investimento da agencia de risco fitch, noticia, alias, que o estadao nunca deu. https://goo.gl/c9ys5i"	5726	297	874
904277726319518_1207539685993319	2016-11-02T01:18:58+0000	"mais choro"	1874	2	218
904277726319518_1207490279331593	2016-11-02T00:06:17+0000	"choro no nassif"	2651	5	358
904277726319518_1204245326322755	2016-10-29T12:51:41+0000	"alem de salvar vidas e melhorar a fluidez no transito, a reducao da velocidade tambem gera um impacto positivo na rede de saude, pela economia em gastos hospitalares. levantamento recente aponta queda de 28% na internacao de vitimas de acidentes de transito de 2013 pra ca, que permitiu que fossem liberados 147 leitos por dia, o que equivale a um hospital de pequeno porte."	8625	5	1599
904277726319518_1203280286419259	2016-10-28T20:17:14+0000	"nesta semana, tive o prazer de almocar com o grande filosofo italiano antonio negri."	3835	3	62
904277726319518_1202720559808565	2016-10-27T20:36:09+0000	"ha exatamente um ano, eu lancava esta pagina no facebook com o intuito de criar mais um canal de comunicacao que contribuisse para um debate franco e democratico sobre a cidade de sao paulo. hoje ja sao mais de 286 mil pessoas que curtem esta pagina. agradeco a todos pela interacao, pelas mensagens carinhosas, pelas criticas construtivas. sempre que posso, acompanho atentamente seus comentarios. e muito bom estar em contato, ainda que virtual, com cada um de voces. um grande abraco!"	14182	3	75
904277726319518_1195954583818496	2016-10-20T18:01:23+0000	"solucao salomonica:  bom trabalho da prefeitura em exigir a reposicao do estoque de terra destinado a habitacao de interesse social de area ocupada irregularmente pelo templo de salomao. https://goo.gl/iyldzd"	5580	46	769
904277726319518_1195709170509704	2016-10-20T11:22:34+0000	"sempre defendi a tese de que uma maior efetividade de programas de apoio a usuarios de crack em situacao de rua, como o \"de bracos abertos\", dependia do combate ao trafico e, isso, dependia do combate a corrupcao policial. eis a prova: https://goo.gl/3of8dd"	6175	219	1006
904277726319518_1193956854018269	2016-10-18T13:38:07+0000	"pessoal, estou passando aqui pra pedir a ajudar de voces. a mudanca de lei das campanhas eleitorais fez com que o tempo e os recursos das campanhas ficassem muito menores. a luta para que isso acontecesse foi nossa, e, finalmente, conseguimos excluir o financiamento das empresas da vida eleitoral. voce pode contribuir com qualquer valor em -> https://doacoes.haddadsp.com.br/inicio contudo, ao excluir esse tipo de financiamento, conseguir dinheiro para as campanhas se tornou uma ardua batalha, e e por isso que eu preciso de voce. para honrar nossos compromissos com quem trabalhou duro em nossa campanha, a sua ajuda e muito importante, e e com ela que vamos seguir em frente e continuar debatendo a cidade e o pais que queremos construir."	6775	247	4335
904277726319518_1192150880865533	2016-10-16T16:13:22+0000	"cooperifa jd sao luis"	2711	3	227
904277726319518_1192146920865929	2016-10-16T16:04:45+0000	"contribuicao ao debate sobre a reforma do ensino medio no brasil, em apoio aos milhares de estudantes que estao mobilizados na luta por uma educacao de qualidade em nosso pais."	5126	2	538
904277726319518_1189120051168616	2016-10-13T15:09:29+0000	"especialistas e entidades ligadas as politicas de drogas lancaram carta em defesa do nosso programa de bracos abertos."	2014	17	0
904277726319518_1187494167997871	2016-10-11T20:59:18+0000	"tico santa cruz em sampa"	4419	44	672
904277726319518_1185647398182548	2016-10-09T20:20:53+0000	"obrigado, sao paulo!  (foto: midia ninja)"	23812	15	1458
904277726319518_1185603661520255	2016-10-09T19:36:00+0000	"beat box do rhino no mirante 9  de julho"	3526	6	169
904277726319518_1185549461525675	2016-10-09T18:46:30+0000	"obrigado, sao paulo!  (foto: midia ninja)"	38414	29	6176
904277726319518_1183109338436354	2016-10-06T21:05:03+0000	"mexendo no facebook, eu vi que existe um evento chamado \"valeu, haddad\" (que voce pode ver nesse link aqui: http://bit.ly/valeuhaddad). na terceira mensagem que eu vi ja me decidi: domingo estarei la! te encontro na av. paulista, ao meio-dia!"	37306	78	7051
904277726319518_1182888655125089	2016-10-06T18:34:45+0000	"hoje, no bom dia brasil, a oab, que havia entrado com uma acao contra a reducao da velocidade maxima nas marginais, diante das evidencias, se manifestou favoravel a medida. vale assistir ao video."	20150	31	3848
904277726319518_1182091818538106	2016-10-05T17:05:30+0000	"hoje, fui a um seminario na puc. galera animada. valeu!"	15887	3	295
904277726319518_1181999298547358	2016-10-05T15:25:18+0000	""	29442	22	764
904277726319518_1181204251960196	2016-10-04T19:43:54+0000	"mais uma materia do estadao de hoje: faixas exclusivas aumentaram velocidade do transporte publico em 11% e diminuiram emissoes de poluentes em 5%.  http://noticias.uol.com.br/ultimas-noticias/agencia-estado/2016/10/04/velocidade-cresce-11-e-emissoes-caem-5-com-faixas-de-onibus-em-sp.htm"	8992	68	1101
904277726319518_1180886978658590	2016-10-04T11:56:51+0000	"hoje no estadao: mortes no transito caem 3 vezes mais na capital paulista. considerando janeiro a agosto, a queda foi de 16,7% na capital, ante 5,5% no interior. especialistas apontam reducao de velocidade."	13971	20	3330
904277726319518_1180022845411670	2016-10-03T17:21:13+0000	"valeu, sao paulo! agradeco imensamente aos paulistanos que votaram em nosso projeto no dia de ontem. muitissimo obrigado aos milhares de militantes, estudantes, intelectuais, artistas, movimentos populares etc. pelo apoio dado a nossa candidatura ao longo dessa campanha. e uma honra governar sao paulo e saio com a sensacao de dever cumprido. tenho certeza que estamos deixando um importante legado para o futuro da cidade.  parabenizo o prefeito eleito joao doria jr. pelo resultado e, conforme falamos por telefone, coloco minha equipe - a comecar por mim - a inteira disposicao para fazermos uma transicao tranquila. em um pais onde a gente ve as instituicoes republicanas fragilizadas, eu penso que nos temos que dar o exemplo e fortalece-las; e uma das instituicoes que eu mais prezo sao as transicoes de governo, porque isso revela espirito publico, respeito a democracia, respeito ao resultado das urnas, a vontade popular.  a luta por uma sao paulo mais humana, justa e moderna nao acaba aqui. estamos juntos!"	51305	23	4660
904277726319518_1178306748916613	2016-10-02T02:50:00+0000	"ultimos minutos para pedir voto. deixo este recado para voces. boa noite e bom domingo."	4935	19	893
904277726319518_1178580758889212	2016-10-02T02:30:00+0000	"a cidade e nossa nosso sonho de felicidade nao sera interrompido. a cidade continuara sendo sua, sendo nossa, sendo de todas e todos."	2936	0	748
904277726319518_1178559405558014	2016-10-02T02:00:00+0000	"tamo junto?"	12571	18	966
904277726319518_1177165425697412	2016-10-02T01:30:00+0000	"odair jose que apoio e musica incriveis! muito obrigado!"	3152	2	784
904277726319518_1178370055576949	2016-10-02T01:15:00+0000	"muito legal essa foto que recebi! nos criamos o centro municipal de adocao de caes e gatos em janeiro deste ano. la os animais em situacao de maus-tratos recebem tratamento medico, vacinas e sao colocados para adocao. vale muito a pena conhecer."	33644	31	35910
904277726319518_1178561752224446	2016-10-02T00:45:01+0000	"essa foi uma das melhores homenagens que ja recebi. voces sao incriveis! rumo ao 2o turno!"	18280	17	9308
904277726319518_1178568325557122	2016-10-02T00:25:00+0000	"tudo que altera a rotina e transformador. nos quebramos com a mesmice de sao paulo e mudamos a cidade para melhor. se voce tambem pensa diferente, quer inovar e encontrar solucoes que aproximem pessoas, voce se alinha ao nosso sonho de cidade. vem com a gente. tamo junto?"	2256	0	415
904277726319518_1178563752224246	2016-10-02T00:00:00+0000	"quem ta junto nao esconde. #equipehaddad"	8000	10	1618
904277726319518_1178379775575977	2016-10-01T23:20:00+0000	"   hoje a vontade do povo e que grita #haddadfica!     #equipehaddad"	1400	1	379
904277726319518_1178543115559643	2016-10-01T22:50:12+0000	"no baixo augusta com a juventude que pensa diferente e quer continuar transformando sao paulo!"	7788	32	1772
904277726319518_1178524072228214	2016-10-01T22:24:49+0000	"com voces, a gente consegue virar esse jogo. rumo ao 2o turno! vamos ganhar as eleicoes!"	5948	4	660
904277726319518_1178346812245940	2016-10-01T21:37:38+0000	"quando assumi a prefeitura, a saude de sao paulo estava numa situacao muito ruim. avancamos bastante nos ultimos anos, mas ainda ha muito a ser feito e o caminho e a rede hora certa. vamos ampliar e investir nesse programa para que pessoas como maria irandir consigam receber um tratamento adequado."	929	0	87
904277726319518_1178327705581184	2016-10-01T21:00:00+0000	"hoje a ana estela haddad esta com uma camiseta criada pelos nossos apoiadores que diz \"eu voto no haddad, me pergunte por que\". nos elencamos 13 motivos. ficou bem legal. vamos espalhar essa ideia!"	5233	1	1994
904277726319518_1178320625581892	2016-10-01T20:17:13+0000	"muito carinho, muita felicidade e respeito pelo leonardo boff. obrigado pelo apoio, meu amigo. se depender do nosso projeto, sao paulo continuara crescendo e se tornando cada vez mais humana!"	2928	1	780
904277726319518_1178311548916133	2016-10-01T19:30:56+0000	"hoje foi de dia de caminhada no capao redondo. agradeco imensamente o carinho da regiao e a energia incrivel que estava durante todo o percurso. a onda esta formada, vamos virar esse jogo!"	3505	2	143
904277726319518_1177162229031065	2016-10-01T18:45:00+0000	"o que de bom que os meus adversarios propoem nos ja fazemos com mais eficiencia, consistencia e volume. ja o que eles propoem de novo nao e bom para sao paulo, como voltar com a velocidade nas vias, trazer a controlar para a cidade ou levar pobres de madrugada para o hospital. sao paulo nao e para amadores."	987	2	112
904277726319518_1178246252255996	2016-10-01T18:02:36+0000	"quem faz parte da virada nao esconde #equipehaddad"	2563	1	541
904277726319518_1177500768997211	2016-10-01T17:00:15+0000	"chico buarque, daniela mercury, edgard scandurra, gregorio duvivier, leticia sabatella, zelia duncan, ze miguel wisnik, leoni oficial, alessandra negrini, marina person, laerte coutinho, anna muylaert, otto, andre abujamra, cristina pereira e tantos outros estao com a nossa candidatura. agradeco a cada um pelo apoio e reconhecimento, vamos juntos continuar a transformacao em sao paulo."	5197	8	2436
904277726319518_1178154435598511	2016-10-01T16:25:10+0000	"o datafolha errou na vespera da eleicao de 2012. os institutos indicavam que eu nao iria para o segundo turno. com todo respeito que eu tenho aos institutos de pesquisa, eles nao acertam todas. na hora h, nos viramos o jogo e ganhamos as eleicoes. desta vez, nao vai ser diferente!"	2545	3	534
904277726319518_1176247799122508	2016-10-01T16:00:02+0000	"sao 13 horas e a #horah da virada esta chegando.  vamos nos mobilizar, converse com 5 pessoas fale da nossa gestao. preciso de voce para chegar 2o turno. no mano a mano, nos ganharemos as eleicoes."	2320	1	230
904277726319518_1178094218937866	2016-10-01T15:30:00+0000	"maeve jinkings deu a letra! tamo junto!"	3279	1	377
904277726319518_1178082852272336	2016-10-01T15:02:29+0000	"sempre trabalhamos por todos, sobretudo para aqueles que mais precisam. e faculdade, cinema, led, pracas wi-fi, corredores e faixas exclusivas de onibus, descentralizacao da cultura, creches, hospitais, rede hora certa... quem olha, quem escuta, quem faz, quem marca presenca e o 13. vamos devolver sao paulo para todas as pessoas e nao para meia duzia. tamo junto?"	1559	0	234
904277726319518_1178043962276225	2016-10-01T14:35:09+0000	"os corredores de onibus e as faixas exclusivas permitiram que as pessoas ganhassem 4 horas a mais por semana. elas tem mais tempo para aproveitar a vida. e mais vida para as pessoas e mais vida para a cidade. nao vamos permitir que a cidade morra. conto com voce amanha. tamo junto?"	1765	2	276
904277726319518_1178031368944151	2016-10-01T14:00:00+0000	"27 motivos para votar em haddad 27 motivos para convencer alguem  27 motivos pelos quais sao paulo ficou melhor 27 motivos para resistir na cidade #equipehaddad"	6655	11	1489
904277726319518_1178010152279606	2016-10-01T13:18:47+0000	"em direcao ao capao redondo para a caminhada. tamo junto?"	6010	105	1593
904277726319518_1177994068947881	2016-10-01T13:03:35+0000	"maria casadevall tambem esta junto na continuidade do nosso projeto de cidade. obrigado, maria! o 2o turno e nosso!"	8155	7	1072
904277726319518_1177937925620162	2016-10-01T12:02:26+0000	"falta pouco para a cidade ser sua. com o seu apoio, a transformacao que comecamos em sao paulo vai continuar. personalize sua foto de perfil em apoio a nossa candidatura, acesse http://bit.ly/twibbonhaddad"	2906	5	178
904277726319518_1177927348954553	2016-10-01T11:43:52+0000	""	1678	0	110
904277726319518_1177430642337557	2016-10-01T04:30:01+0000	"nos demos alternativas para voce ocupar a cidade, o onibus 24h foi uma dessas formas. desde 2015, voce ja conta com 151 linhas que nos implementamos em toda cidade. boa noite!"	1223	0	156
904277726319518_1177117925702162	2016-10-01T01:00:00+0000	"mel lisboa, nos queremos que outras pessoas tambem possam ver e viver a cidade. e nesse sentido que a nossa gestao caminha. obrigado pelo apoio!"	6533	3	1564
904277726319518_1177503418996946	2016-10-01T00:01:05+0000	"hoje as pessoas ocupam lugar central no projeto de cidade mais humana e menos caotica. em uma caminhada de quatro anos, sao paulo assumiu uma nova qualidade ao ter sua logica invertida. a cidade esta diferente! e a mudanca e perceptivel: nas ruas, nas escolas, nas pracas, nos bairros, nos onibus, nos parques. sao paulo agora respira, vive"	5986	8	902
904277726319518_1177347382345883	2016-09-30T22:45:00+0000	"caminhada da vitoria hoje, a nossa onda saiu para as ruas em busca da vitoria. hoje, tive a certeza, mais uma vez, de que juntos conseguimos continuar o nosso projeto de transformar a cidade. vamos colocar isso em pratica, vamos conversar com as pessoas e falar dos nossos inumeros avancos. nao vamos desistir da cidade!"	2557	4	845
904277726319518_1177313989015889	2016-09-30T21:26:59+0000	"muito feliz com o apoio do ziraldo! meu amigo, obrigado pelo reconhecimento. estamos juntos para melhorar ainda mais sao paulo! e uma honra saber que tem tanta gente boa apoiando o nosso projeto de cidade."	5040	1	1888
904277726319518_1172834736130481	2016-09-30T21:00:00+0000	"todo avanco que tivemos na gestao foi gracas aos movimentos das mulheres. assim como fizemos de 2012 a 2016, nos vamos cumprir integralmente o programa de 2017 a 2020 que voces nos entregaram.  juntos a gente vai avancar no empoderamento, na igualdade e no combate a violencia contra as mulheres."	1188	0	220
904277726319518_1177292009018087	2016-09-30T20:00:02+0000	"tamo junto?"	10200	5	3103
904277726319518_1177087045705250	2016-09-30T19:00:30+0000	"a gente quer mudar a vida das pessoas, sobretudo aquelas que nao tem oportunidades. imagine uma pessoa que foi expulsa de casa, da escola e do mercado de trabalho por causa da sexualidade ou identidade de genero. inaceitavel, mas infelizmente ainda e uma realidade. nos enxergamos essas pessoas e criamos o transcidadania e outras tantas politicas para a populacao lgbt. se depender da gente, sao paulo sera cada dia mais humana."	4982	4	3747
904277726319518_1177260195687935	2016-09-30T17:53:57+0000	"obrigado por passar essa energia incrivel, jose celso martinez correa! resistir e existir em sao paulo sempre!"	2441	0	735
904277726319518_1177173875696567	2016-09-30T17:00:00+0000	"o engajamento de voces formou essa onda que esta tomando conta das ruas, das pracas, da internet. esse engajamento vai virar o jogo. nos vamos para o segundo turno, ganhar as eleicoes e continuar transformando sao paulo."	6296	1	767
904277726319518_1177160712364550	2016-09-30T15:38:25+0000	"caminhada da virada!"	1294	2	0
904277726319518_1177121052368516	2016-09-30T15:08:12+0000	"vielada e um projeto incrivel que quebra com a logica da cultura apenas no centro. na nossa gestao, a descentralizacao da cultura e o incentivo nas periferias foi prioridade para que a pessoa nao tenha sempre que atravessar a ponte em busca de diversao, lazer e enriquecimento cultural."	797	0	246
904277726319518_1175307932549828	2016-09-30T14:08:20+0000	"o nosso projeto e serio, moderno e inovador. estar com a gente e construir um ambiente no qual as pessoas saiam de suas residencias e ainda se sintam em casa andando pela cidade. a #horah esta chegando e nos vamos resistir e existir nessa cidade."	3833	0	1001
904277726319518_1176275055786449	2016-09-30T13:00:00+0000	"bom dia! adriano paiva esteve nesta caminhada conosco e eu agradeco o apoio e dedicacao. ele ja deu a letra: rumo ao segundo turno! tamo junto?"	1408	2	277
904277726319518_1176509855762969	2016-09-30T11:00:00+0000	"tamo junto? hoje (30), 10h, patio do colegio - centro  https://www.facebook.com/events/569968933204046/"	1782	8	167
904277726319518_1176715472409074	2016-09-30T03:50:36+0000	"voce sabe o numero que leva o beneficio para periferia, esse numero e o 13."	6644	7	2089
904277726319518_1176522069095081	2016-09-29T23:40:00+0000	"quero deixar esta mensagem para voces:"	10375	18	10521
904277726319518_1176244785789476	2016-09-29T23:00:00+0000	"zeca baleiro, encontramos muitas resistencias para transformar a cidade, mas nao recuamos. como voce disse, a cidade esta mais humana. contudo, precisamos avancar mais, por isso, agradeco seu apoio. tamo junto?"	4798	0	2222
904277726319518_1176503499096938	2016-09-29T22:07:43+0000	"periferia com haddad saiu o rap da nossa candidatura, ficou muito bom. agradeco a todos que participaram. ouca e compartilhe!"	1946	0	1147
904277726319518_1176352052445416	2016-09-29T20:30:00+0000	"a valorizacao de iniciativas cultuais e um programa de apoio a cultura nas periferias. a gente entende que existem varios talentos que nao podem ser perdidos. por isso, os uniceus, os cinemas, a descentralizacao da cultura... os programas que a gente cria e para garantir que todos tenham oportunidades."	676	1	233
904277726319518_1176417809105507	2016-09-29T19:29:15+0000	"uma honra receber o apoio do luiz carlos bresser-pereira. no proximo domingo, tenho a certeza de que vou renovar meu compromisso com a cidade de sao paulo. justamente, por causa da confianca de todos voces. obrigado."	1649	0	0
904277726319518_1176233309123957	2016-09-29T18:30:00+0000	"vamos virar esse jogo juntos. com voces, eu acredito que somos capazes de uma grande virada. nao so nas eleicoes, mas tambem nos proximos anos em sao paulo. se voce concorda com o modelo de cidade que a gente quer, colabore com ideias, voluntariado, ou financeiramente http://bit.ly/doacaohaddad"	1105	1	150
904277726319518_1176231942457427	2016-09-29T17:20:00+0000	"apari^ ap aroh"	4626	2	552
904277726319518_1176318129115475	2016-09-29T16:55:07+0000	"fabrica do samba 7 galpoes prontos"	798	2	104
904277726319518_1176210262459595	2016-09-29T16:15:00+0000	"numeros nao contam historias, pessoas sim valeria oliveira mostra como o uniceu, o fies e o passe livre fazem parte da sua historia e da oportunidade de transformar a sua vida. valeria e um exemplo de muitos paulistanos que fizeram diferente. valeria, tamo junto!"	831	0	294
904277726319518_1175769649170323	2016-09-29T15:00:00+0000	"debate globo hoje, estarei no debate da globo para mostrar que nossas propostas sao, de longe, as mais adequadas para sao paulo. vamos consolidar a virada desse jogo. #viradahaddad13 tamo junto?"	3734	0	997
904277726319518_1175774739169814	2016-09-29T14:00:00+0000	"bom dia! alessandra negrini tambem apoia a devolucao da cidade para as pessoas. obrigado pelo apoio, alessandra! tamo junto! a virada ta chegando!"	12123	48	4512
904277726319518_1176154905798464	2016-09-29T13:33:39+0000	"e importante voces conhecerem o trabalho da casa rodante, parceiro do de bracos abertos. um braco essencial para a construcao de relacao entre as pessoas. por meio da arte, agricultura urbana, poesia e cinema na vizinhanca, os beneficiarios do de bracos abertos conseguem ter tratamento e reinsercao na cidade. e um trabalho incrivel de pessoas que estao juntas pela transformacao de sao paulo."	900	0	615
904277726319518_1175770369170251	2016-09-29T13:00:00+0000	"megalopole da diversidade nenhuma outra gestao teve tanto cuidado com a populacao lgbt como a nossa. entendo que as acoes que criamos nesses anos foram um ponta pe inicial para a igualdade de oportunidades. para os proximos anos, queremos deixar a cidade mais colorida com a valorizacao da cultura e dos eventos lgbt e mais segura para essa populacao."	2303	0	446
904277726319518_1175727362507885	2016-09-29T12:00:00+0000	"a gente sabia que iria encontrar resistencia para botar em pratica o nosso projeto de cidade, mas isso nao nos intimidou. a gente quer morar na cidade de sao paulo, e nao viver trancado nas casas, apartamentos e shoppings. nos queremos essa cidade para a gente, queremos vibrar e interagir com pessoas. o que esta em jogo e romper um paradigma atrasado que imperou na cidade ou andar para tras. vamos sempre em frente, virar o jogo e tornar sao paulo cada vez mais humana."	1863	0	425
904277726319518_1175539442526677	2016-09-29T01:00:00+0000	"e facil contribuir para que o nosso sonho de cidade continue. 1. entre no site www.doacoes.haddadsp.com.br 2. preencha com seus dados 3. assinale o valor que pretende doar"	620	1	37
904277726319518_1175642255849729	2016-09-28T23:45:00+0000	"o nosso projeto de cidade mais humana nao pode parar. os hospitais de brasilandia e parelheiros serao entregues, rede hora certa para toda cidade, cursos profissionalizantes nos ceus, zerar a fila de vagas nas creches, passe livre do desempregado,  luz de led em toda cidade com cameras de seguranca... nao vamos desistir de sao paulo!"	2055	0	764
904277726319518_1175563679190920	2016-09-28T22:30:00+0000	"precisamos da sua ajuda tivemos uma grande vitoria na mudanca das eleicoes. as doacoes empresariais deram lugar as doacoes de pessoas fisicas. agora, precisamos mais do que nunca da sua participacao. se voce se identifica com a nossa proposta de cidade mais humana, colabore conosco http://bit.ly/doehaddad"	2003	0	403
904277726319518_1175654149181873	2016-09-28T21:42:41+0000	"leticia sabatella tem uma recado para voce. #equipehaddad"	5628	16	1983
904277726319518_1175527659194522	2016-09-28T19:30:01+0000	"para continuar transformando a cidade, a gente precisa da sua ajuda, da sua colaboracao. contribua para que esse sonho nao seja interrompido."	438	0	43
904277726319518_1172937242786897	2016-09-28T18:30:00+0000	"carnaval de rua a gente deu abertura para os quase 400 blocos que se expressaram em diversas regioes. nos recebemos 40 mil turistas, alem dos muitos paulistanos que ficaram na cidade. isso devolveu a festa para a cidade, trouxe investimento e ocupou o espaco publico. agora e o nosso bloco que esta na rua. daqui ate domingo, vamos virar esse jogo."	2203	0	777
904277726319518_1171407749606513	2016-09-28T17:08:43+0000	"eduardo suplicy, meu grande amigo, obrigado! e uma honra dividir tantos momentos de luta com voce nesta campanha. tenho certeza de que vamos continuar transformando sao paulo, dando oportunidades aquelas pessoas que mais precisam."	3234	1	960
904277726319518_1172825562798065	2016-09-28T16:00:14+0000	"13 horas, hora da virada, hora de votar 13, #horah #equipehaddad"	4056	3	931
904277726319518_1175327482547873	2016-09-28T14:05:46+0000	"para transformar sao paulo, foi preciso coragem. corredores de onibus, ruas abertas, transcidadania, merenda organica, de bracos abertos, ciclovias, diminuicao da velocidade... enfrentamos resistencia, mas nos nao ficamos intimidados. a gente foi la e devolveu a cidade para as pessoas."	2875	1	591
904277726319518_1174999815913973	2016-09-28T13:00:00+0000	"o datafolha errou na vespera da eleicao de 2012. os institutos indicavam que eu nao iria para o segundo turno. com todo respeito que eu tenho aos institutos de pesquisa, eles nao acertam todas. na hora h, nos viramos o jogo e ganhamos as eleicoes. desta vez, nao vai ser diferente!"	2109	2	473
904277726319518_1175001669247121	2016-09-28T12:00:00+0000	"bom dia! muito feliz porque a onda ja se formou. vamos virar o jogo, ir para o segundo turno e ganhar as eleicoes! tamo junto?"	5128	3	470
904277726319518_1174716305942324	2016-09-28T01:21:19+0000	"nos lutamos muito para que as campanhas eleitorais deixassem de ser financiadas pelas empresas. agora chegou a sua vez de se engajar, de ajudar financeiramente candidatos que voce acredita. nos precisamos da sua ajuda para a grande virada! pode ser financeiramente, com ideias, ou com forca de trabalho. acesse e contribua: http://bit.ly/2ce33ci"	3606	1	677
